CodDis	NomDis
1296	CHARCANA
1297	ICHUÑA
1298	TAPACOCHA
1299	SORAYA
1300	AYO
1301	CALANGO
1302	TANTA
1303	HUANUARA
1304	ESTIQUE
1305	MANANTAY
1306	TRUJILLO
1307	BARRANCA
1308	SANCOS
1309	CONDEBAMBA
1310	BAGUA GRANDE
1311	SAN ANDRES
1312	SANTO DOMINGO DE LOS OLLEROS
1313	VINCHOS
1314	NUEVA REQUENA
1315	CALCA
1316	CASCAS
1317	SANGALLAYA
1318	SANTIAGO DE CHUCO
1319	APATA
1320	SAN AGUSTIN
1321	PARDO MIGUEL
1322	LOCUMBA
1323	HUANCAYA
1324	HUALHUAS
1325	CARHUAZ
1326	CANTA
1327	VIRACO
1328	SAN JOSE DE LOS MOLINOS
1329	HUARANCHAL
1330	CONILA
1331	MANU
1332	YAULI
1333	PIRA
1334	SIBAYO
1335	JOSE DOMINGO CHOQUEHUANCA
1336	PISAC
1337	PARARIN
1338	OCALLI
1339	CHALACO
1340	CHUNGUI
1341	LLIPA
1342	SORITOR
1343	PALCAMAYO
1344	MEJIA
1345	UNION AGUA BLANCA
1346	LUCANAS
1347	SAN FRANCISCO
1348	PICHOS
1349	TUMBADEN
1350	ARAHUAY
1351	TOTOS
1352	OMACHA
1353	INKAWASI
1354	CHILCAYOC
1355	CONDORMARCA
1356	UTCO
1357	SANTO DOMINGO DE CAPILLAS
1358	COCACHACRA
1359	PISCO
1360	NAPO
1361	PATAPO
1362	SAN JOSE
1363	PUEBLO NUEVO
1364	ACOBAMBA
1365	BARRANCO
1366	LAS AMAZONAS
1367	PAMPACOLCA
1368	MONSEFU
1369	ZORRITOS
1370	CABANA
1371	VITOR
1372	QUILCAS
1373	PUQUINA
1374	HUANDO
1375	JOSE GALVEZ
1376	HUACAR
1377	ANTAUTA
1378	PARIACOTO
1379	CONTAMANA
1380	CARMEN SALCEDO
1381	BELLAVISTA DE LA UNION
1382	RANRAHIRCA
1383	LEIMEBAMBA
1384	PACHACUTEC
1385	TABACONAS
1386	CANGALLO
1387	SICSIBAMBA
1388	LACHAQUI
1389	HUAYLLAN
1390	PANCAN
1391	SAN PEDRO DE CACHORA
1392	CORIS
1393	MIGUEL IGLESIAS
1394	LLIPATA
1395	CAPAYA
1396	CUJILLO
1397	ACOSTAMBO
1398	HUICUNGO
1399	PACLLON
1400	EL ESLABON
1401	TAMARINDO
1402	PACHAMARCA
1403	HUACLLAN
1404	PAUCAS
1405	OCORURO
1406	ATIQUIPA
1407	HUAYLLAPAMPA
1408	CHIMBAN
1409	LONYA CHICO
1410	COCABAMBA
1411	CHACAPALPA
1412	CHACCHO
1413	SAN PEDRO DE CHAULAN
1414	MIRGAS
1415	UCHURACCAY
1416	CURIBAYA
1417	SANTA ANA DE HUAYCAHUACHO
1418	HUAYRAPATA
1419	PAJARILLO
1420	LLAYLLA
1421	BELLAVISTA
1422	ASIA
1423	CURAHUASI
1424	PUERTO BERMUDEZ
1425	ISLAY
1426	GUADALUPE
1427	SAN LUIS
1428	MOTUPE
1429	LA BANDA DE SHILCAYO
1430	SAN HILARION
1431	CANARIA
1432	MOCHE
1433	CHUPACA
1434	ESPINAR
1435	HUARI
1436	TUPAC AMARU INCA
1437	QUIÑOTA
1438	TAYABAMBA
1439	CHUMUCH
1440	SANTA MARIA DEL MAR
1441	LA COIPA
1442	NAZCA
1443	LAS LOMAS
1444	MEGANTONI
1445	OCROS
1446	YANAHUANCA
1447	EL MANTARO
1448	HUANCARANI
1449	SAN JOSE DEL ALTO
1450	SAN PEDRO
1451	SAN FELIPE
1452	SAN MARTIN
1453	MARCAPATA
1454	PIMPINGOS
1455	JAMALCA
1456	TORRES CAUSANA
1457	MARCABAMBA
1458	YARUMAYO
1459	SANTIAGO DE CHOCORVOS
1460	KIMBIRI
1461	OTOCA
1462	TINTAY PUNCU
1463	SANTA CATALINA DE MOSSA
1464	MARCAPOMACOCHA
1465	SAN JUAN DE RONTOY
1466	COCHAPETI
1467	SEPAHUA
1468	MASISEA
1469	URANMARCA
1470	TARAY
1471	PISCOBAMBA
1472	COCHARCAS
1473	SAN PEDRO DE LARCAY
1474	CHAVIÑA
1475	QUISQUI
1476	TAPICHE
1477	ÑAHUIMPUQUIO
1478	SAN JUAN DE TANTARANCHE
1479	LA PECA
1480	COMAS
1481	PIURA
1482	AMARILIS
1483	PARCONA
1484	ILO
1485	MACUSANI
1486	PUNTA NEGRA
1487	SARAYACU
1488	YAURISQUE
1489	AYNA
1490	QUILLO
1491	BAGUA
1492	SAN JOSE DE SISA
1493	YAUYOS
1494	HUARIACA
1495	RIO NEGRO
1496	POLVORA
1497	SAN LUIS DE LUCMA
1498	SAN ANTONIO DE CHUCA
1499	OMAS
1500	HUALLANCA
1501	JANGAS
1502	SANTA EULALIA
1503	YURACMARCA
1504	PAMPAROMAS
1505	UBINAS
1506	SALLIQUE
1507	CALZADA
1508	LAMAY
1509	EL MILAGRO
1510	CALLAYUC
1511	PILCUYO
1512	AUCARA
1513	CONCHAN
1514	MACARI
1515	JILILI
1516	RONDOCAN
1517	CAJA
1518	HUIMBAYOC
1519	ZAPATERO
1520	SHAMBOYACU
1521	SAN ISIDRO DE MAINO
1522	ANRA
1523	TAURIA
1524	CAYNA
1525	LLALLI
1526	VIZCATAN DEL ENE
1527	TINICACHI
1528	TOMEPAMPA
1529	UMACHIRI
1530	TIRAPATA
1531	SINA
1532	ACCOMARCA
1533	OLLARAYA
1534	SAN ANDRES DE TUPICOCHA
1535	PEDRO VILCA APAZA
1536	EL TAMBO
1537	LAMBAYEQUE
1538	CCOCHACCASA
1539	IGNACIO ESCUDERO
1540	CHANCHAMAYO
1541	JAYANCA
1542	ARAMANGO
1543	SANTA MARIA DEL VALLE
1544	NUEVA CAJAMARCA
1545	LEONCIO PRADO
1546	HUASMIN
1547	COTAHUASI
1548	IMAZA
1549	CORACORA
1550	MUQUI
1551	NINACACA
1552	JUNIN
1553	DANIEL HERNANDEZ
1554	LA OROYA
1555	JOSE CRESPO Y CASTILLO
1556	SAMAN
1557	NEPEÑA
1558	LOBITOS
1559	MACA
1560	JOSE MARIA ARGUEDAS
1561	CHAVINILLO
1562	CAMPORREDONDO
1563	NAMORA
1564	YAUCA DEL ROSARIO
1565	CAJACAY
1566	CHAVIN DE HUANTAR
1567	POTONI
1568	PUCAYACU
1569	SAN PABLO DE PILLAO
1570	CUSCA
1571	SAN BERNARDINO
1572	YUNGA
1573	TILALI
1574	AMASHCA
1575	PUCACOLPA
1576	SUCCHA
1577	BAÑOS
1578	LLOQUE
1579	QUECHUALLA
1580	QUINISTAQUILLAS
1581	ANAPIA
1582	HUACASCHUQUE
1583	HUAMATAMBO
1584	HONGOS
1585	HUALLA
1586	TAMBOPATA
1587	SANTIAGO
1588	CAJABAMBA
1589	TROMPETEROS
1590	CAYMA
1591	CARAZ
1592	JACOBO HUNTER
1593	CIUDAD NUEVA
1594	HUAMACHUCO
1595	MAJES
1596	HUANCHACO
1597	BAMBAMARCA
1598	YARABAMBA
1599	SAÑA
1600	PUCALA
1601	SANTA ROSA DE QUIVES
1602	PARIÑAS
1603	HUARANGO
1604	HUAYUCACHI
1605	MOYA
1606	SAMUGARI
1607	HERMILIO VALDIZAN
1608	MANAS
1609	ANTIOQUIA
1610	PAIJAN
1611	CHACOCHE
1612	SUNAMPE
1613	HUANCA
1614	SAN FRANCISCO DE CAYRAN
1615	YANTALO
1616	PUYCA
1617	SAN JUAN DE BIGOTE
1618	CACERES DEL PERU
1619	COCHABAMBA
1620	OCUCAJE
1621	ATAVILLOS ALTO
1622	QUINCHES
1623	HUMAY
1624	MARCARA
1625	MOROCOCHA
1626	CHOLON
1627	SILLAPATA
1628	RONDOS
1629	LA PAMPA
1630	CHICAMA
1631	SAÑO
1632	PAPAPLAYA
1633	YAMANGO
1634	PUNCHAO
1635	SAN RAFAEL
1636	EDUARDO VILLANUEVA
1637	IGUAIN
1638	NINABAMBA
1639	MATACOTO
1640	LOS CHANKAS
1641	SAUCEPAMPA
1642	BAMBAS
1643	CHORAS
1644	EL CARMEN DE LA FRONTERA
1645	NICASIO
1646	CHACA
1647	SANTA CRUZ DE ANDAMARCA
1648	CARAMPOMA
1649	UCUNCHA
1650	QUINJALCA
1651	SAN PEDRO DE PILAS
1652	SANTIAGO DE ANCHUCAYA
1653	ELEAZAR GUZMAN BARRON
1654	SAN JUAN DE LICUPIS
1655	EN INVESTIGACIÓN
1656	TOCACHE
1657	PAUCARPATA
1658	SANTA MARIA
1659	ILLIMO
1660	CIENEGUILLA
1661	SAYLLA
1662	COPORAQUE
1663	QUICACHA
1664	PICHANAQUI
1665	VILQUE
1666	RIO SANTIAGO
1667	ACORIA
1668	CACHICADAN
1669	INDIANA
1670	EL INGENIO
1671	TAPAY
1672	SANTIAGO DE CAO
1673	IBERIA
1674	ANDARAPA
1675	HUAROCHIRI
1676	CHUQUIBAMBILLA
1677	CHINCHERO
1678	TENIENTE CESAR LOPEZ ROJAS
1679	TENIENTE MANUEL CLAVERO
1680	PACHAS
1681	AIJA
1682	HUAMANTANGA
1683	TAMBO DE MORA
1684	CHACAYAN
1685	PACAYCASA
1686	TOURNAVISTA
1687	AMBAR
1688	CUMBA
1689	TANTARICA
1690	COTARUSE
1691	KOSÑIPATA
1692	CIRCA
1693	SAN JOSE DE TICLLAS
1694	LA CUESTA
1695	SHATOJA
1696	CURASCO
1697	SAN FRANCISCO DE DAGUAS
1698	USICAYOS
1699	CALLANMARCA
1700	ASQUIPATA
1701	HUAYLLAHUARA
1702	LUIS CARRANZA
